"global_step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX"
"1261568000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222","222","222","0.04638671875","0.04638671875","0.04638671875","222","222","222","0.0447998046875","0.0447998046875","0.0447998046875","222","222","222","0.0465087890625","0.0465087890625","0.0465087890625","222","222","222","0.0279541015625","0.0279541015625","0.0279541015625","222","222","222","0.0443115234375","0.0443115234375","0.0443115234375","222","222","222","0.0367431640625","0.0367431640625","0.0367431640625","222","222","222","0.0361328125","0.0361328125","0.0361328125","222","222","222","0.03759765625","0.03759765625","0.03759765625","222","222","222","0.0281982421875","0.0281982421875","0.0281982421875","222","222","222","0.0361328125","0.0361328125","0.0361328125"
"1269760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223","223","223","0.047607421875","0.047607421875","0.047607421875","223","223","223","0.048583984375","0.048583984375","0.048583984375","223","223","223","0.0479736328125","0.0479736328125","0.0479736328125","223","223","223","0.031982421875","0.031982421875","0.031982421875","223","223","223","0.044189453125","0.044189453125","0.044189453125","223","223","223","0.02880859375","0.02880859375","0.02880859375","223","223","223","0.030517578125","0.030517578125","0.030517578125","223","223","223","0.0313720703125","0.0313720703125","0.0313720703125","223","223","223","0.0333251953125","0.0333251953125","0.0333251953125","223","223","223","0.0325927734375","0.0325927734375","0.0325927734375"
"1277952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225","225","225","0.0467529296875","0.0467529296875","0.0467529296875","225","225","225","0.05029296875","0.05029296875","0.05029296875","225","225","225","0.0589599609375","0.0589599609375","0.0589599609375","225","225","225","0.0340576171875","0.0340576171875","0.0340576171875","225","225","225","0.052734375","0.052734375","0.052734375","225","225","225","0.0360107421875","0.0360107421875","0.0360107421875","225","225","225","0.0390625","0.0390625","0.0390625","225","225","225","0.039794921875","0.039794921875","0.039794921875","225","225","225","0.0357666015625","0.0357666015625","0.0357666015625","225","225","225","0.0357666015625","0.0357666015625","0.0357666015625"
"1286144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226","226","226","0.045166015625","0.045166015625","0.045166015625","226","226","226","0.04150390625","0.04150390625","0.04150390625","226","226","226","0.0513916015625","0.0513916015625","0.0513916015625","226","226","226","0.0303955078125","0.0303955078125","0.0303955078125","226","226","226","0.043701171875","0.043701171875","0.043701171875","226","226","226","0.032470703125","0.032470703125","0.032470703125","226","226","226","0.029052734375","0.029052734375","0.029052734375","226","226","226","0.031005859375","0.031005859375","0.031005859375","226","226","226","0.031494140625","0.031494140625","0.031494140625","226","226","226","0.0311279296875","0.0311279296875","0.0311279296875"
"1294336000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227","227","227","0.04345703125","0.04345703125","0.04345703125","227","227","227","0.0447998046875","0.0447998046875","0.0447998046875","227","227","227","0.0521240234375","0.0521240234375","0.0521240234375","227","227","227","0.0302734375","0.0302734375","0.0302734375","227","227","227","0.0401611328125","0.0401611328125","0.0401611328125","227","227","227","0.02880859375","0.02880859375","0.02880859375","227","227","227","0.031494140625","0.031494140625","0.031494140625","227","227","227","0.03271484375","0.03271484375","0.03271484375","227","227","227","0.033447265625","0.033447265625","0.033447265625","227","227","227","0.0328369140625","0.0328369140625","0.0328369140625"
"1302528000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229","229","229","0.0430908203125","0.0430908203125","0.0430908203125","229","229","229","0.040283203125","0.040283203125","0.040283203125","229","229","229","0.0479736328125","0.0479736328125","0.0479736328125","229","229","229","0.0301513671875","0.0301513671875","0.0301513671875","229","229","229","0.04248046875","0.04248046875","0.04248046875","229","229","229","0.028564453125","0.028564453125","0.028564453125","229","229","229","0.0308837890625","0.0308837890625","0.0308837890625","229","229","229","0.0321044921875","0.0321044921875","0.0321044921875","229","229","229","0.033203125","0.033203125","0.033203125","229","229","229","0.035400390625","0.035400390625","0.035400390625"
"1310720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","230","230","0.044677734375","0.044677734375","0.044677734375","230","230","230","0.0443115234375","0.0443115234375","0.0443115234375","230","230","230","0.0523681640625","0.0523681640625","0.0523681640625","230","230","230","0.030517578125","0.030517578125","0.030517578125","230","230","230","0.039306640625","0.039306640625","0.039306640625","230","230","230","0.0345458984375","0.0345458984375","0.0345458984375","230","230","230","0.033935546875","0.033935546875","0.033935546875","230","230","230","0.0286865234375","0.0286865234375","0.0286865234375","230","230","230","0.030029296875","0.030029296875","0.030029296875","230","230","230","0.02880859375","0.02880859375","0.02880859375"
"1318912000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232","232","232","0.0472412109375","0.0472412109375","0.0472412109375","232","232","232","0.05419921875","0.05419921875","0.05419921875","232","232","232","0.0567626953125","0.0567626953125","0.0567626953125","232","232","232","0.0400390625","0.0400390625","0.0400390625","232","232","232","0.0428466796875","0.0428466796875","0.0428466796875","232","232","232","0.03857421875","0.03857421875","0.03857421875","232","232","232","0.040283203125","0.040283203125","0.040283203125","232","232","232","0.042236328125","0.042236328125","0.042236328125","232","232","232","0.03857421875","0.03857421875","0.03857421875","232","232","232","0.0380859375","0.0380859375","0.0380859375"
"1327104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233","233","233","0.0435791015625","0.0435791015625","0.0435791015625","233","233","233","0.04248046875","0.04248046875","0.04248046875","233","233","233","0.0482177734375","0.0482177734375","0.0482177734375","233","233","233","0.0286865234375","0.0286865234375","0.0286865234375","233","233","233","0.0430908203125","0.0430908203125","0.0430908203125","233","233","233","0.03125","0.03125","0.03125","233","233","233","0.028564453125","0.028564453125","0.028564453125","233","233","233","0.0340576171875","0.0340576171875","0.0340576171875","233","233","233","0.0299072265625","0.0299072265625","0.0299072265625","233","233","233","0.0299072265625","0.0299072265625","0.0299072265625"
"1335296000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","234","234","0.043701171875","0.043701171875","0.043701171875","234","234","234","0.041748046875","0.041748046875","0.041748046875","234","234","234","0.0462646484375","0.0462646484375","0.0462646484375","234","234","234","0.03369140625","0.03369140625","0.03369140625","234","234","234","0.0389404296875","0.0389404296875","0.0389404296875","234","234","234","0.03076171875","0.03076171875","0.03076171875","234","234","234","0.0323486328125","0.0323486328125","0.0323486328125","234","234","234","0.0321044921875","0.0321044921875","0.0321044921875","234","234","234","0.031005859375","0.031005859375","0.031005859375","234","234","234","0.0340576171875","0.0340576171875","0.0340576171875"
"1343488000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236","236","236","0.0469970703125","0.0469970703125","0.0469970703125","236","236","236","0.0399169921875","0.0399169921875","0.0399169921875","236","236","236","0.0457763671875","0.0457763671875","0.0457763671875","236","236","236","0.0322265625","0.0322265625","0.0322265625","236","236","236","0.04052734375","0.04052734375","0.04052734375","236","236","236","0.0350341796875","0.0350341796875","0.0350341796875","236","236","236","0.0367431640625","0.0367431640625","0.0367431640625","236","236","236","0.0374755859375","0.0374755859375","0.0374755859375","236","236","236","0.03125","0.03125","0.03125","236","236","236","0.0296630859375","0.0296630859375","0.0296630859375"
"1351680000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","237","237","0.0455322265625","0.0455322265625","0.0455322265625","237","237","237","0.044189453125","0.044189453125","0.044189453125","237","237","237","0.0445556640625","0.0445556640625","0.0445556640625","237","237","237","0.02978515625","0.02978515625","0.02978515625","237","237","237","0.0421142578125","0.0421142578125","0.0421142578125","237","237","237","0.032958984375","0.032958984375","0.032958984375","237","237","237","0.0318603515625","0.0318603515625","0.0318603515625","237","237","237","0.0318603515625","0.0318603515625","0.0318603515625","237","237","237","0.032470703125","0.032470703125","0.032470703125","237","237","237","0.0313720703125","0.0313720703125","0.0313720703125"
"1368064000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240","240","240","0.0433349609375","0.0433349609375","0.0433349609375","240","240","240","0.0426025390625","0.0426025390625","0.0426025390625","240","240","240","0.0430908203125","0.0430908203125","0.0430908203125","240","240","240","0.0294189453125","0.0294189453125","0.0294189453125","240","240","240","0.040771484375","0.040771484375","0.040771484375","240","240","240","0.03515625","0.03515625","0.03515625","240","240","240","0.030517578125","0.030517578125","0.030517578125","240","240","240","0.0325927734375","0.0325927734375","0.0325927734375","240","240","240","0.0318603515625","0.0318603515625","0.0318603515625","240","240","240","0.0347900390625","0.0347900390625","0.0347900390625"
"1376256000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241","241","241","0.0465087890625","0.0465087890625","0.0465087890625","241","241","241","0.0416259765625","0.0416259765625","0.0416259765625","241","241","241","0.046630859375","0.046630859375","0.046630859375","241","241","241","0.0286865234375","0.0286865234375","0.0286865234375","241","241","241","0.0390625","0.0390625","0.0390625","241","241","241","0.02978515625","0.02978515625","0.02978515625","241","241","241","0.0284423828125","0.0284423828125","0.0284423828125","241","241","241","0.0335693359375","0.0335693359375","0.0335693359375","241","241","241","0.0321044921875","0.0321044921875","0.0321044921875","241","241","241","0.0330810546875","0.0330810546875","0.0330810546875"
"1384448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243","243","243","0.0458984375","0.0458984375","0.0458984375","243","243","243","0.0382080078125","0.0382080078125","0.0382080078125","243","243","243","0.047607421875","0.047607421875","0.047607421875","243","243","243","0.0296630859375","0.0296630859375","0.0296630859375","243","243","243","0.0408935546875","0.0408935546875","0.0408935546875","243","243","243","0.0341796875","0.0341796875","0.0341796875","243","243","243","0.0338134765625","0.0338134765625","0.0338134765625","243","243","243","0.035888671875","0.035888671875","0.035888671875","243","243","243","0.030029296875","0.030029296875","0.030029296875","243","243","243","0.0313720703125","0.0313720703125","0.0313720703125"
"1392640000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244","244","244","0.0455322265625","0.0455322265625","0.0455322265625","244","244","244","0.042236328125","0.042236328125","0.042236328125","244","244","244","0.044189453125","0.044189453125","0.044189453125","244","244","244","0.033447265625","0.033447265625","0.033447265625","244","244","244","0.0401611328125","0.0401611328125","0.0401611328125","244","244","244","0.0269775390625","0.0269775390625","0.0269775390625","244","244","244","0.0333251953125","0.0333251953125","0.0333251953125","244","244","244","0.032958984375","0.032958984375","0.032958984375","244","244","244","0.029541015625","0.029541015625","0.029541015625","244","244","244","0.0296630859375","0.0296630859375","0.0296630859375"
"1409024000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","0.04443359375","0.04443359375","0.04443359375","247","247","247","0.0406494140625","0.0406494140625","0.0406494140625","247","247","247","0.0504150390625","0.0504150390625","0.0504150390625","247","247","247","0.0341796875","0.0341796875","0.0341796875","247","247","247","0.0399169921875","0.0399169921875","0.0399169921875","247","247","247","0.0272216796875","0.0272216796875","0.0272216796875","247","247","247","0.03466796875","0.03466796875","0.03466796875","247","247","247","0.0341796875","0.0341796875","0.0341796875","247","247","247","0.0321044921875","0.0321044921875","0.0321044921875","247","247","247","0.035400390625","0.035400390625","0.035400390625"
"1417216000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","0.04443359375","0.04443359375","0.04443359375","248","248","248","0.0394287109375","0.0394287109375","0.0394287109375","248","248","248","0.049560546875","0.049560546875","0.049560546875","248","248","248","0.0257568359375","0.0257568359375","0.0257568359375","248","248","248","0.041259765625","0.041259765625","0.041259765625","248","248","248","0.0277099609375","0.0277099609375","0.0277099609375","248","248","248","0.029052734375","0.029052734375","0.029052734375","248","248","248","0.036376953125","0.036376953125","0.036376953125","248","248","248","0.0289306640625","0.0289306640625","0.0289306640625","248","248","248","0.03857421875","0.03857421875","0.03857421875"
"1425408000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","0.0479736328125","0.0479736328125","0.0479736328125","250","250","250","0.0367431640625","0.0367431640625","0.0367431640625","250","250","250","0.0435791015625","0.0435791015625","0.0435791015625","250","250","250","0.0350341796875","0.0350341796875","0.0350341796875","250","250","250","0.040771484375","0.040771484375","0.040771484375","250","250","250","0.032470703125","0.032470703125","0.032470703125","250","250","250","0.0380859375","0.0380859375","0.0380859375","250","250","250","0.0328369140625","0.0328369140625","0.0328369140625","250","250","250","0.0311279296875","0.0311279296875","0.0311279296875","250","250","250","0.0325927734375","0.0325927734375","0.0325927734375"
"1433600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","0.0447998046875","0.0447998046875","0.0447998046875","251","251","251","0.04052734375","0.04052734375","0.04052734375","251","251","251","0.0435791015625","0.0435791015625","0.0435791015625","251","251","251","0.0330810546875","0.0330810546875","0.0330810546875","251","251","251","0.0361328125","0.0361328125","0.0361328125","251","251","251","0.030029296875","0.030029296875","0.030029296875","251","251","251","0.032958984375","0.032958984375","0.032958984375","251","251","251","0.0316162109375","0.0316162109375","0.0316162109375","251","251","251","0.03173828125","0.03173828125","0.03173828125","251","251","251","0.02978515625","0.02978515625","0.02978515625"
"1449984000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","0.044921875","0.044921875","0.044921875","254","254","254","0.0404052734375","0.0404052734375","0.0404052734375","254","254","254","0.04638671875","0.04638671875","0.04638671875","254","254","254","0.0284423828125","0.0284423828125","0.0284423828125","254","254","254","0.04248046875","0.04248046875","0.04248046875","254","254","254","0.02978515625","0.02978515625","0.02978515625","254","254","254","0.0322265625","0.0322265625","0.0322265625","254","254","254","0.030517578125","0.030517578125","0.030517578125","254","254","254","0.0301513671875","0.0301513671875","0.0301513671875","254","254","254","0.0311279296875","0.0311279296875","0.0311279296875"
"1458176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","0.049072265625","0.049072265625","0.049072265625","255","255","255","0.0357666015625","0.0357666015625","0.0357666015625","255","255","255","0.043212890625","0.043212890625","0.043212890625","255","255","255","0.0333251953125","0.0333251953125","0.0333251953125","255","255","255","0.041748046875","0.041748046875","0.041748046875","255","255","255","0.0283203125","0.0283203125","0.0283203125","255","255","255","0.03369140625","0.03369140625","0.03369140625","255","255","255","0.0338134765625","0.0338134765625","0.0338134765625","255","255","255","0.029052734375","0.029052734375","0.029052734375","255","255","255","0.0301513671875","0.0301513671875","0.0301513671875"
"1466368000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","0.046630859375","0.046630859375","0.046630859375","257","257","257","0.049072265625","0.049072265625","0.049072265625","257","257","257","0.0487060546875","0.0487060546875","0.0487060546875","257","257","257","0.0423583984375","0.0423583984375","0.0423583984375","257","257","257","0.0498046875","0.0498046875","0.0498046875","257","257","257","0.038330078125","0.038330078125","0.038330078125","257","257","257","0.038818359375","0.038818359375","0.038818359375","257","257","257","0.0421142578125","0.0421142578125","0.0421142578125","257","257","257","0.039306640625","0.039306640625","0.039306640625","257","257","257","0.03662109375","0.03662109375","0.03662109375"
"1474560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258","258","258","0.04150390625","0.04150390625","0.04150390625","258","258","258","0.0416259765625","0.0416259765625","0.0416259765625","258","258","258","0.0418701171875","0.0418701171875","0.0418701171875","258","258","258","0.0281982421875","0.0281982421875","0.0281982421875","258","258","258","0.0408935546875","0.0408935546875","0.0408935546875","258","258","258","0.0272216796875","0.0272216796875","0.0272216796875","258","258","258","0.031982421875","0.031982421875","0.031982421875","258","258","258","0.0299072265625","0.0299072265625","0.0299072265625","258","258","258","0.02978515625","0.02978515625","0.02978515625","258","258","258","0.0277099609375","0.0277099609375","0.0277099609375"
"1482752000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259","259","259","0.044921875","0.044921875","0.044921875","259","259","259","0.03662109375","0.03662109375","0.03662109375","259","259","259","0.042236328125","0.042236328125","0.042236328125","259","259","259","0.0321044921875","0.0321044921875","0.0321044921875","259","259","259","0.041015625","0.041015625","0.041015625","259","259","259","0.027587890625","0.027587890625","0.027587890625","259","259","259","0.0347900390625","0.0347900390625","0.0347900390625","259","259","259","0.0301513671875","0.0301513671875","0.0301513671875","259","259","259","0.0323486328125","0.0323486328125","0.0323486328125","259","259","259","0.0303955078125","0.0303955078125","0.0303955078125"
"1490944000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261","261","261","0.0421142578125","0.0421142578125","0.0421142578125","261","261","261","0.034912109375","0.034912109375","0.034912109375","261","261","261","0.0404052734375","0.0404052734375","0.0404052734375","261","261","261","0.0313720703125","0.0313720703125","0.0313720703125","261","261","261","0.039306640625","0.039306640625","0.039306640625","261","261","261","0.0291748046875","0.0291748046875","0.0291748046875","261","261","261","0.032958984375","0.032958984375","0.032958984375","261","261","261","0.027587890625","0.027587890625","0.027587890625","261","261","261","0.0291748046875","0.0291748046875","0.0291748046875","261","261","261","0.0296630859375","0.0296630859375","0.0296630859375"
"1499136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262","262","262","0.0450439453125","0.0450439453125","0.0450439453125","262","262","262","0.0389404296875","0.0389404296875","0.0389404296875","262","262","262","0.0443115234375","0.0443115234375","0.0443115234375","262","262","262","0.0333251953125","0.0333251953125","0.0333251953125","262","262","262","0.0404052734375","0.0404052734375","0.0404052734375","262","262","262","0.03369140625","0.03369140625","0.03369140625","262","262","262","0.033203125","0.033203125","0.033203125","262","262","262","0.03173828125","0.03173828125","0.03173828125","262","262","262","0.02880859375","0.02880859375","0.02880859375","262","262","262","0.03271484375","0.03271484375","0.03271484375"
"1507328000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264","264","264","0.0498046875","0.0498046875","0.0498046875","264","264","264","0.0458984375","0.0458984375","0.0458984375","264","264","264","0.0506591796875","0.0506591796875","0.0506591796875","264","264","264","0.0374755859375","0.0374755859375","0.0374755859375","264","264","264","0.04638671875","0.04638671875","0.04638671875","264","264","264","0.0411376953125","0.0411376953125","0.0411376953125","264","264","264","0.0426025390625","0.0426025390625","0.0426025390625","264","264","264","0.04248046875","0.04248046875","0.04248046875","264","264","264","0.0421142578125","0.0421142578125","0.0421142578125","264","264","264","0.037109375","0.037109375","0.037109375"
"1515520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265","265","265","0.040771484375","0.040771484375","0.040771484375","265","265","265","0.0384521484375","0.0384521484375","0.0384521484375","265","265","265","0.039794921875","0.039794921875","0.039794921875","265","265","265","0.03271484375","0.03271484375","0.03271484375","265","265","265","0.041748046875","0.041748046875","0.041748046875","265","265","265","0.0303955078125","0.0303955078125","0.0303955078125","265","265","265","0.037353515625","0.037353515625","0.037353515625","265","265","265","0.034423828125","0.034423828125","0.034423828125","265","265","265","0.042724609375","0.042724609375","0.042724609375","265","265","265","0.03369140625","0.03369140625","0.03369140625"
"1523712000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266","266","266","0.042236328125","0.042236328125","0.042236328125","266","266","266","0.038818359375","0.038818359375","0.038818359375","266","266","266","0.0419921875","0.0419921875","0.0419921875","266","266","266","0.030029296875","0.030029296875","0.030029296875","266","266","266","0.034423828125","0.034423828125","0.034423828125","266","266","266","0.02978515625","0.02978515625","0.02978515625","266","266","266","0.03515625","0.03515625","0.03515625","266","266","266","0.034912109375","0.034912109375","0.034912109375","266","266","266","0.031494140625","0.031494140625","0.031494140625","266","266","266","0.0283203125","0.0283203125","0.0283203125"
"1531904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268","268","268","0.0411376953125","0.0411376953125","0.0411376953125","268","268","268","0.036376953125","0.036376953125","0.036376953125","","","","","","","268","268","268","0.03076171875","0.03076171875","0.03076171875","268","268","268","0.032958984375","0.032958984375","0.032958984375","268","268","268","0.02978515625","0.02978515625","0.02978515625","268","268","268","0.027587890625","0.027587890625","0.027587890625","268","268","268","0.03125","0.03125","0.03125","268","268","268","0.0557861328125","0.0557861328125","0.0557861328125","268","268","268","0.0306396484375","0.0306396484375","0.0306396484375"
"1540096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","269","269","269","0.0408935546875","0.0408935546875","0.0408935546875","269","269","269","0.0406494140625","0.0406494140625","0.0406494140625","","","","","","","269","269","269","0.0357666015625","0.0357666015625","0.0357666015625","","","","","","","269","269","269","0.0316162109375","0.0316162109375","0.0316162109375","269","269","269","0.028076171875","0.028076171875","0.028076171875","269","269","269","0.033935546875","0.033935546875","0.033935546875","269","269","269","0.030517578125","0.030517578125","0.030517578125","269","269","269","0.031005859375","0.031005859375","0.031005859375"
